GMT Standard Time,JE,Europe/Jersey
GMT Standard Time,PT,Europe/Lisbon Atlantic/Madeira
Greenwich Standard Time,001,Atlantic/Reykjavik
Greenwich Standard Time,BF,Africa/Ouagadougou
Greenwich Standard Time,CI,Africa/Abidjan
Greenwich Standard Time,GH,Africa/Accra
Greenwich Standard Time,GL,America/Danmarkshavn
Greenwich Standard Time,GM,Africa/Banjul
Greenwich Standard Time,GN,Africa/Conakry
Greenwich Standard Time,GW,Africa/Bissau
Greenwich Standard Time,IS,Atlantic/Reykjavik
Greenwich Standard Time,LR,Africa/Monrovia
Greenwich Standard Time,ML,Africa/Bamako
Greenwich Standard Time,MR,Africa/Nouakchott
Greenwich Standard Time,SH,Atlantic/St_Helena
Greenwich Standard Time,SL,Africa/Freetown
Greenwich Standard Time,SN,Africa/Dakar
Greenwich Standard Time,TG,Africa/Lome
Sao Tome Standard Time,001,Africa/Sao_Tome
Sao Tome Standard Time,ST,Africa/Sao_Tome
Morocco Standard Time,001,Africa/Casablanca
Morocco Standard Time,EH,Africa/El_Aaiun
Morocco Standard Time,MA,Africa/Casablanca
W. Europe Standard Time,001,Europe/Berlin
W. Europe Standard Time,AD,Europe/Andorra
W. Europe Standard Time,AT,Europe/Vienna
W. Europe Standard Time,CH,Europe/Zurich
W. Europe Standard Time,DE,Europe/Berlin Europe/Busingen
W. Europe Standard Time,GI,Europe/Gibraltar
W. Europe Standard Time,IT,Europe/Rome
W. Europe Standard Time,LI,Europe/Vaduz
W. Europe Standard Time,LU,Europe/Luxembourg
W. Europe Standard Time,MC,Europe/Monaco
W. Europe Standard Time,MT,Europe/Malta
W. Europe Standard Time,NL,Europe/Amsterdam
W. Europe Standard Time,NO,Europe/Oslo
W. Europe Standard Time,SE,Europe/Stockholm
W. Europe Standard Time,SJ,Arctic/Longyearbyen
W. Europe Standard Time,SM,Europe/San_Marino
W. Europe Standard Time,VA,Europe/Vatican
Central Europe Standard Time,001,Europe/Budapest
Central Europe Standard Time,AL,Europe/Tirane
Central Europe Standard Time,CZ,Europe/Prague
Central Europe Standard Time,HU,Europe/Budapest
Central Europe Standard Time,ME,Europe/Podgorica
Central Europe Standard Time,RS,Europe/Belgrade
Central Europe Standard Time,SI,Europe/Ljubljana
Central Europe Standard Time,SK,Europe/Bratislava
Romance Standard Time,001,Europe/Paris
Romance Standard Time,BE,Europe/Brussels
Romance Standard Time,DK,Europe/Copenhagen
Romance Standard Time,ES,Europe/Madrid Africa/Ceuta
Romance Standard Time,FR,Europe/Paris
Central European Standard Time,001,Europe/Warsaw
Central European Standard Time,BA,Europe/Sarajevo
Central European Standard Time,HR,Europe/Zagreb
Central European Standard Time,MK,Europe/Skopje
Central European Standard Time,PL,Europe/Warsaw
W. Central Africa Standard Time,001,Africa/Lagos
W. Central Africa Standard Time,AO,Africa/Luanda
W. Central Africa Standard Time,BJ,Africa/Porto-Novo
W. Central Africa Standard Time,CD,Africa/Kinshasa
W. Central Africa Standard Time,CF,Africa/Bangui
W. Central Africa Standard Time,CG,Africa/Brazzaville
W. Central Africa Standard Time,CM,Africa/Douala
W. Central Africa Standard Time,DZ,Africa/Algiers
W. Central Africa Standard Time,GA,Africa/Libreville
W. Central Africa Standard Time,GQ,Africa/Malabo
W. Central Africa Standard Time,NE,Africa/Niamey
W. Central Africa Standard Time,NG,Africa/Lagos
W. Central Africa Standard Time,TD,Africa/Ndjamena
W. Central Africa Standard Time,TN,Africa/Tunis
W. Central Africa Standard Time,ZZ,Etc/GMT-1
Jordan Standard Time,001,Asia/Amman
Jordan Standard Time,JO,Asia/Amman
GTB Standard Time,001,Europe/Bucharest
GTB Standard Time,CY,Asia/Nicosia Asia/Famagusta
GTB Standard Time,GR,Europe/Athens
GTB Standard Time,RO,Europe/Bucharest
Middle East Standard Time,001,Asia/Beirut
Middle East Standard Time,LB,Asia/Beirut
Egypt Standard Time,001,Africa/Cairo
Egypt Standard Time,EG,Africa/Cairo
E. Europe Standard Time,001,Europe/Chisinau
E. Europe Standard Time,MD,Europe/Chisinau
Syria Standard Time,001,Asia/Damascus
Syria Standard Time,SY,Asia/Damascus
West Bank Standard Time,001,Asia/Hebron
West Bank Standard Time,PS,Asia/Hebron Asia/Gaza
South Africa Standard Time,001,Africa/Johannesburg
South Africa Standard Time,BI,Africa/Bujumbura
South Africa Standard Time,BW,Africa/Gaborone
South Africa Standard Time,CD,Africa/Lubumbashi
South Africa Standard Time,LS,Africa/Maseru
South Africa Standard Time,MW,Africa/Blantyre
South Africa Standard Time,MZ,Africa/Maputo
South Africa Standard Time,RW,Africa/Kigali
South Africa Standard Time,SZ,Africa/Mbabane
South Africa Standard Time,ZA,Africa/Johannesburg
South Africa Standard Time,ZM,Africa/Lusaka
South Africa Standard Time,ZW,Africa/Harare
South Africa Standard Time,ZZ,Etc/GMT-2
FLE Standard Time,001,Europe/Kiev
FLE Standard Time,AX,Europe/Mariehamn
FLE Standard Time,BG,Europe/Sofia
FLE Standard Time,EE,Europe/Tallinn
FLE Standard Time,FI,Europe/Helsinki
FLE Standard Time,LT,Europe/Vilnius
FLE Standard Time,LV,Europe/Riga
FLE Standard Time,UA,Europe/Kiev Europe/Uzhgorod Europe/Zaporozhye
Israel Standard Time,001,Asia/Jerusalem
Israel Standard Time,IL,Asia/Jerusalem
South Sudan Standard Time,001,Africa/Juba
South Sudan Standard Time,SS,Africa/Juba
Kaliningrad Standard Time,001,Europe/Kaliningrad
Kaliningrad Standard Time,RU,Europe/Kaliningrad
Sudan Standard Time,001,Africa/Khartoum
Sudan Standard Time,SD,Africa/Khartoum
Libya Standard Time,001,Africa/Tripoli
Libya Standard Time,LY,Africa/Tripoli
Namibia Standard Time,001,Africa/Windhoek
Namibia Standard Time,NA,Africa/Windhoek
Arabic Standard Time,001,Asia/Baghdad
Arabic Standard Time,IQ,Asia/Baghdad
Turkey Standard Time,001,Europe/Istanbul
Turkey Standard Time,TR,Europe/Istanbul
Arab Standard Time,001,Asia/Riyadh
Arab Standard Time,BH,Asia/Bahrain
Arab Standard Time,KW,Asia/Kuwait
Arab Standard Time,QA,Asia/Qatar
Arab Standard Time,SA,Asia/Riyadh
Arab Standard Time,YE,Asia/Aden
Belarus Standard Time,001,Europe/Minsk
Belarus Standard Time,BY,Europe/Minsk
Russian Standard Time,001,Europe/Moscow
Russian Standard Time,RU,Europe/Moscow Europe/Kirov
Russian Standard Time,UA,Europe/Simferopol
E. Africa Standard Time,001,Africa/Nairobi
E. Africa Standard Time,AQ,Antarctica/Syowa
E. Africa Standard Time,DJ,Africa/Djibouti
E. Africa Standard Time,ER,Africa/Asmera
E. Africa Standard Time,ET,Africa/Addis_Ababa
E. Africa Standard Time,KE,Africa/Nairobi
E. Africa Standard Time,KM,Indian/Comoro
E. Africa Standard Time,MG,Indian/Antananarivo
E. Africa Standard Time,SO,Africa/Mogadishu
E. Africa Standard Time,TZ,Africa/Dar_es_Salaam
E. Africa Standard Time,UG,Africa/Kampala
E. Africa Standard Time,YT,Indian/Mayotte
E. Africa Standard Time,ZZ,Etc/GMT-3
Iran Standard Time,001,Asia/Tehran
Iran Standard Time,IR,Asia/Tehran
Arabian Standard Time,001,Asia/Dubai
Arabian Standard Time,AE,Asia/Dubai
Arabian Standard Time,OM,Asia/Muscat
Arabian Standard Time,ZZ,Etc/GMT-4
Astrakhan Standard Time,001,Europe/Astrakhan
Astrakhan Standard Time,RU,Europe/Astrakhan Europe/Ulyanovsk
Azerbaijan Standard Time,001,Asia/Baku
Azerbaijan Standard Time,AZ,Asia/Baku
Russia Time Zone 3,001,Europe/Samara
Russia Time Zone 3,RU,Europe/Samara
Mauritius Standard Time,001,Indian/Mauritius
Mauritius Standard Time,MU,Indian/Mauritius
Mauritius Standard Time,RE,Indian/Reunion
Mauritius Standard Time,SC,Indian/Mahe
Saratov Standard Time,001,Europe/Saratov
Saratov Standard Time,RU,Europe/Saratov
Georgian Standard Time,001,Asia/Tbilisi
Georgian Standard Time,GE,Asia/Tbilisi
Volgograd Standard Time,001,Europe/Volgograd
Volgograd Standard Time,RU,Europe/Volgograd
Caucasus Standard Time,001,Asia/Yerevan
Caucasus Standard Time,AM,Asia/Yerevan
Afghanistan Standard Time,001,Asia/Kabul
Afghanistan Standard Time,AF,Asia/Kabul
West Asia Standard Time,001,Asia/Tashkent
West Asia Standard Time,AQ,Antarctica/Mawson
West Asia Standard Time,KZ,Asia/Oral Asia/Aqtau Asia/Aqtobe Asia/Atyrau
West Asia Standard Time,MV,Indian/Maldives
West Asia Standard Time,TF,Indian/Kerguelen
West Asia Standard Time,TJ,Asia/Dushanbe
West Asia Standard Time,TM,Asia/Ashgabat
West Asia Standard Time,UZ,Asia/Tashkent Asia/Samarkand
West Asia Standard Time,ZZ,Etc/GMT-5
Ekaterinburg Standard Time,001,Asia/Yekaterinburg
Ekaterinburg Standard Time,RU,Asia/Yekaterinburg
Pakistan Standard Time,001,Asia/Karachi
Pakistan Standard Time,PK,Asia/Karachi
Qyzylorda Standard Time,001,Asia/Qyzylorda
Qyzylorda Standard Time,KZ,Asia/Qyzylorda
India Standard Time,001,Asia/Calcutta
India Standard Time,IN,Asia/Calcutta
Sri Lanka Standard Time,001,Asia/Colombo
Sri Lanka Standard Time,LK,Asia/Colombo
Nepal Standard Time,001,Asia/Katmandu
Nepal Standard Time,NP,Asia/Katmandu
Central Asia Standard Time,001,Asia/Almaty
Central Asia Standard Time,AQ,Antarctica/Vostok
Central Asia Standard Time,CN,Asia/Urumqi
Central Asia Standard Time,IO,Indian/Chagos
Central Asia Standard Time,KG,Asia/Bishkek
Central Asia Standard Time,KZ,Asia/Almaty Asia/Qostanay
Central Asia Standard Time,ZZ,Etc/GMT-6
Bangladesh Standard Time,001,Asia/Dhaka
Bangladesh Standard Time,BD,Asia/Dhaka
Bangladesh Standard Time,BT,Asia/Thimphu
Omsk Standard Time,001,Asia/Omsk
Omsk Standard Time,RU,Asia/Omsk
Myanmar Standard Time,001,Asia/Rangoon
Myanmar Standard Time,CC,Indian/Cocos
Myanmar Standard Time,MM,Asia/Rangoon
SE Asia Standard Time,001,Asia/Bangkok
SE Asia Standard Time,AQ,Antarctica/Davis
SE Asia Standard Time,CX,Indian/Christmas
SE Asia Standard Time,ID,Asia/Jakarta Asia/Pontianak
SE Asia Standard Time,KH,Asia/Phnom_Penh
SE Asia Standard Time,LA,Asia/Vientiane
SE Asia Standard Time,TH,Asia/Bangkok
SE Asia Standard Time,VN,Asia/Saigon Asia/Ho_Chi_Minh
SE Asia Standard Time,ZZ,Etc/GMT-7
Altai Standard Time,001,Asia/Barnaul
Altai Standard Time,RU,Asia/Barnaul
W. Mongolia Standard Time,001,Asia/Hovd
W. Mongolia Standard Time,MN,Asia/Hovd
North Asia Standard Time,001,Asia/Krasnoyarsk
North Asia Standard Time,RU,Asia/Krasnoyarsk Asia/Novokuznetsk
N. Central Asia Standard Time,001,Asia/Novosibirsk
N. Central Asia Standard Time,RU,Asia/Novosibirsk
Tomsk Standard Time,001,Asia/Tomsk
Tomsk Standard Time,RU,Asia/Tomsk
China Standard Time,001,Asia/Shanghai
China Standard Time,CN,Asia/Shanghai
China Standard Time,HK,Asia/Hong_Kong
China Standard Time,MO,Asia/Macau
North Asia East Standard Time,001,Asia/Irkutsk
North Asia East Standard Time,RU,Asia/Irkutsk
Singapore Standard Time,001,Asia/Singapore
Singapore Standard Time,BN,Asia/Brunei
Singapore Standard Time,ID,Asia/Makassar
Singapore Standard Time,MY,Asia/Kuala_Lumpur Asia/Kuching
Singapore Standard Time,PH,Asia/Manila
Singapore Standard Time,SG,Asia/Singapore
Singapore Standard Time,ZZ,Etc/GMT-8
W. Australia Standard Time,001,Australia/Perth
W. Australia Standard Time,AU,Australia/Perth
Taipei Standard Time,001,Asia/Taipei
Taipei Standard Time,TW,Asia/Taipei
Ulaanbaatar Standard Time,001,Asia/Ulaanbaatar
Ulaanbaatar Standard Time,MN,Asia/Ulaanbaatar Asia/Choibalsan
Aus Central W. Standard Time,001,Australia/Eucla
Aus Central W. Standard Time,AU,Australia/Eucla
Transbaikal Standard Time,001,Asia/Chita
Transbaikal Standard Time,RU,Asia/Chita
Tokyo Standard Time,001,Asia/Tokyo
Tokyo Standard Time,ID,Asia/Jayapura
Tokyo Standard Time,JP,Asia/Tokyo
Tokyo Standard Time,PW,Pacific/Palau
Tokyo Standard Time,TL,Asia/Dili
Tokyo Standard Time,ZZ,Etc/GMT-9
North Korea Standard Time,001,Asia/Pyongyang
North Korea Standard Time,KP,Asia/Pyongyang
Korea Standard Time,001,Asia/Seoul
Korea Standard Time,KR,Asia/Seoul
Yakutsk Standard Time,001,Asia/Yakutsk
Yakutsk Standard Time,RU,Asia/Yakutsk Asia/Khandyga
Cen. Australia Standard Time,001,Australia/Adelaide
Cen. Australia Standard Time,AU,Australia/Adelaide Australia/Broken_Hill
AUS Central Standard Time,001,Australia/Darwin
AUS Central Standard Time,AU,Australia/Darwin
E. Australia Standard Time,001,Australia/Brisbane
E. Australia Standard Time,AU,Australia/Brisbane Australia/Lindeman
AUS Eastern Standard Time,001,Australia/Sydney
AUS Eastern Standard Time,AU,Australia/Sydney Australia/Melbourne
West Pacific Standard Time,001,Pacific/Port_Moresby
West Pacific Standard Time,AQ,Antarctica/DumontDUrville
West Pacific Standard Time,FM,Pacific/Truk
West Pacific Standard Time,GU,Pacific/Guam
West Pacific Standard Time,MP,Pacific/Saipan
West Pacific Standard Time,PG,Pacific/Port_Moresby
West Pacific Standard Time,ZZ,Etc/GMT-10
Tasmania Standard Time,001,Australia/Hobart
Tasmania Standard Time,AU,Australia/Hobart Australia/Currie Antarctica/Macquarie
Vladivostok Standard Time,001,Asia/Vladivostok
Vladivostok Standard Time,RU,Asia/Vladivostok Asia/Ust-Nera
Lord Howe Standard Time,001,Australia/Lord_Howe
Lord Howe Standard Time,AU,Australia/Lord_Howe
Bougainville Standard Time,001,Pacific/Bougainville
Bougainville Standard Time,PG,Pacific/Bougainville
Russia Time Zone 10,001,Asia/Srednekolymsk
Russia Time Zone 10,RU,Asia/Srednekolymsk
Magadan Standard Time,001,Asia/Magadan
Magadan Standard Time,RU,Asia/Magadan
Norfolk Standard Time,001,Pacific/Norfolk
Norfolk Standard Time,NF,Pacific/Norfolk
Sakhalin Standard Time,001,Asia/Sakhalin
Sakhalin Standard Time,RU,Asia/Sakhalin
Central Pacific Standard Time,001,Pacific/Guadalcanal
Central Pacific Standard Time,AQ,Antarctica/Casey
Central Pacific Standard Time,FM,Pacific/Ponape Pacific/Kosrae
Central Pacific Standard Time,NC,Pacific/Noumea
Central Pacific Standard Time,SB,Pacific/Guadalcanal
Central Pacific Standard Time,VU,Pacific/Efate
Central Pacific Standard Time,ZZ,Etc/GMT-11
Russia Time Zone 11,001,Asia/Kamchatka
Russia Time Zone 11,RU,Asia/Kamchatka Asia/Anadyr
New Zealand Standard Time,001,Pacific/Auckland
New Zealand Standard Time,AQ,Antarctica/McMurdo
New Zealand Standard Time,NZ,Pacific/Auckland
UTC+12,001,Etc/GMT-12
UTC+12,KI,Pacific/Tarawa
UTC+12,MH,Pacific/Majuro Pacific/Kwajalein
UTC+12,NR,Pacific/Nauru
UTC+12,TV,Pacific/Funafuti
UTC+12,UM,Pacific/Wake
UTC+12,WF,Pacific/Wallis
UTC+12,ZZ,Etc/GMT-12
Fiji Standard Time,001,Pacific/Fiji
Fiji Standard Time,FJ,Pacific/Fiji
Chatham Islands Standard Time,001,Pacific/Chatham
Chatham Islands Standard Time,NZ,Pacific/Chatham
UTC+13,001,Etc/GMT-13
UTC+13,KI,Pacific/Enderbury
UTC+13,TK,Pacific/Fakaofo
UTC+13,ZZ,Etc/GMT-13
Tonga Standard Time,001,Pacific/Tongatapu
Tonga Standard Time,TO,Pacific/Tongatapu
Samoa Standard Time,001,Pacific/Apia
Samoa Standard Time,WS,Pacific/Apia
Line Islands Standard Time,001,Pacific/Kiritimati
Line Islands Standard Time,KI,Pacific/Kiritimati
Line Islands Standard Time,ZZ,Etc/GMT-14
